Date,Region,Service_Line,Industry,Revenue,Cost,Profit,Quarter
2025-01-26,APAC,Tech Implementation,Energy,21109,13795,7313,Q1-2025
2024-12-05,APAC,Tech Implementation,Government,52067,31051,21015,Q4-2024
2024-09-22,APAC,Tech Implementation,Government,16308,10460,5847,Q3-2024
2025-07-25,APAC,Risk Advisory,Finance,15462,9582,5879,Q3-2025
2024-06-08,Europe,Audit Services,Energy,8067,6060,2006,Q2-2024
2025-03-09,APAC,Strategy Consulting,Finance,80163,32472,47690,Q1-2025
2025-06-12,Europe,Strategy Consulting,Energy,59562,18372,41189,Q2-2025
2024-12-28,LATAM,Audit Services,Finance,21775,16960,4814,Q4-2024
2025-08-19,North America,Audit Services,Finance,5793,4793,999,Q3-2025
2024-03-26,APAC,Risk Advisory,Healthcare,38470,23485,14984,Q1-2024
2024-10-24,Europe,Tech Implementation,Government,55402,33735,21666,Q4-2024
2024-03-17,APAC,Tech Implementation,Energy,61295,41874,19420,Q1-2024
2024-03-10,Europe,Audit Services,Government,43368,32668,10699,Q1-2024
2025-10-02,North America,Tech Implementation,Energy,46736,32544,14191,Q4-2025
2024-06-12,North America,Risk Advisory,Government,12719,9011,3707,Q2-2024
2025-03-10,North America,Strategy Consulting,Healthcare,60507,26933,33573,Q1-2025
2025-12-17,APAC,Strategy Consulting,Healthcare,17179,6798,10380,Q4-2025
2025-09-16,APAC,Strategy Consulting,Retail,43077,20970,22106,Q3-2025
2024-09-27,Europe,Risk Advisory,Healthcare,53964,31903,22060,Q3-2024
2024-07-07,Europe,Audit Services,Government,4809,3929,879,Q3-2024
2025-02-18,North America,Strategy Consulting,Healthcare,44061,17842,26218,Q1-2025
2025-09-08,North America,Risk Advisory,Finance,78440,43623,34816,Q3-2025
2024-08-08,Europe,Strategy Consulting,Finance,86847,30749,56097,Q3-2024
2024-06-18,North America,Risk Advisory,Retail,59332,39130,20201,Q2-2024
2024-10-13,APAC,Strategy Consulting,Finance,95656,33257,62399,Q4-2024
2025-12-09,LATAM,Tech Implementation,Retail,45256,29286,15969,Q4-2025
2025-07-10,APAC,Tech Implementation,Finance,26140,18172,7967,Q3-2025
2025-05-11,North America,Strategy Consulting,Finance,53895,16379,37515,Q2-2025
2024-08-05,North America,Risk Advisory,Energy,44886,28186,16699,Q3-2024
2024-01-11,APAC,Tech Implementation,Finance,60385,37616,22768,Q1-2024
2025-11-21,APAC,Risk Advisory,Finance,70277,40657,29619,Q4-2025
2024-10-06,APAC,Risk Advisory,Government,71248,47361,23886,Q4-2024
2025-05-23,APAC,Audit Services,Government,42046,33325,8721,Q2-2025
2025-04-15,Europe,Risk Advisory,Retail,78462,50885,27576,Q2-2025
2025-11-08,LATAM,Tech Implementation,Energy,44771,26197,18573,Q4-2025
2025-04-23,Europe,Risk Advisory,Government,30303,19305,10997,Q2-2025
2024-03-10,LATAM,Risk Advisory,Energy,45966,32368,13597,Q1-2024
2025-07-25,North America,Audit Services,Energy,25196,19620,5575,Q3-2025
2025-12-18,North America,Audit Services,Retail,37972,29898,8073,Q4-2025
2024-07-26,Europe,Strategy Consulting,Government,59872,18562,41309,Q3-2024
2025-04-23,North America,Strategy Consulting,Finance,44583,18908,25674,Q2-2025
2024-11-28,North America,Audit Services,Retail,37672,32753,4918,Q4-2024
2024-02-20,LATAM,Strategy Consulting,Energy,113637,50334,63302,Q1-2024
2024-11-24,North America,Risk Advisory,Healthcare,76507,43139,33367,Q4-2024
2024-01-28,Europe,Audit Services,Retail,31403,24203,7199,Q1-2024
2025-08-26,North America,Risk Advisory,Retail,12802,8499,4302,Q3-2025
2025-12-05,North America,Strategy Consulting,Government,98860,37217,61643,Q4-2025
2025-09-10,LATAM,Strategy Consulting,Finance,96517,29459,67058,Q3-2025
2024-06-09,Europe,Audit Services,Finance,34632,30920,3711,Q2-2024
2025-12-30,North America,Risk Advisory,Healthcare,10486,6727,3758,Q4-2025
2024-01-30,LATAM,Risk Advisory,Healthcare,47469,32299,15169,Q1-2024
2024-12-15,Europe,Strategy Consulting,Government,49134,23944,25189,Q4-2024
2024-02-04,Europe,Strategy Consulting,Retail,23362,11158,12204,Q1-2024
2024-05-22,LATAM,Tech Implementation,Government,66656,42844,23811,Q2-2024
2025-06-09,North America,Strategy Consulting,Healthcare,10789,5320,5469,Q2-2025
2025-01-18,Europe,Strategy Consulting,Energy,117528,43983,73544,Q1-2025
2024-10-25,Europe,Strategy Consulting,Government,96859,43317,53541,Q4-2024
2024-12-13,North America,Strategy Consulting,Government,86401,35169,51232,Q4-2024
2025-11-10,Europe,Tech Implementation,Finance,40626,23881,16744,Q4-2025
2024-05-11,APAC,Tech Implementation,Finance,42546,29966,12579,Q2-2024
2025-05-28,APAC,Strategy Consulting,Retail,55135,25754,29381,Q2-2025
2024-09-05,Europe,Risk Advisory,Retail,79410,52303,27106,Q3-2024
2024-02-03,APAC,Risk Advisory,Retail,9023,6626,2396,Q1-2024
2024-09-06,APAC,Tech Implementation,Healthcare,21492,15540,5951,Q3-2024
2024-11-15,LATAM,Risk Advisory,Retail,70307,45947,24359,Q4-2024
2024-02-20,APAC,Strategy Consulting,Government,99490,45344,54146,Q1-2024
2024-08-22,North America,Risk Advisory,Energy,44873,25468,19404,Q3-2024
2025-01-22,North America,Tech Implementation,Government,73990,47949,26040,Q1-2025
2024-10-16,LATAM,Tech Implementation,Healthcare,49153,36166,12986,Q4-2024
2025-07-26,North America,Tech Implementation,Healthcare,44828,25603,19224,Q3-2025
